location_id,location_name,parameter,value,unit,datetimeUtc,datetimeLocal,timezone,latitude,longitude,country_iso,isMobile,isMonitor,owner_name,provider
4794,"Hannover","pm25",1.84034,"µg/m³","2026-01-03T07:00:00Z","2026-01-03T08:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",3.06453,"µg/m³","2026-01-03T08:00:00Z","2026-01-03T09:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",4.49266,"µg/m³","2026-01-03T09:00:00Z","2026-01-03T10:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",6.28153,"µg/m³","2026-01-03T10:00:00Z","2026-01-03T11:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",5.92834,"µg/m³","2026-01-03T11:00:00Z","2026-01-03T12:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",7.33567,"µg/m³","2026-01-03T12:00:00Z","2026-01-03T13:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",8.63541,"µg/m³","2026-01-03T13:00:00Z","2026-01-03T14:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",7.00489,"µg/m³","2026-01-03T15:00:00Z","2026-01-03T16:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",5.17175,"µg/m³","2026-01-03T16:00:00Z","2026-01-03T17:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",3.6505,"µg/m³","2026-01-03T17:00:00Z","2026-01-03T18:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",2.45425,"µg/m³","2026-01-03T18:00:00Z","2026-01-03T19:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",2.72279,"µg/m³","2026-01-03T19:00:00Z","2026-01-03T20:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",3.67758,"µg/m³","2026-01-03T20:00:00Z","2026-01-03T21:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",4.17677,"µg/m³","2026-01-03T21:00:00Z","2026-01-03T22:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",4.39557,"µg/m³","2026-01-03T22:00:00Z","2026-01-03T23:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",2.77481,"µg/m³","2026-01-03T23:00:00Z","2026-01-04T00:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
4794,"Hannover","pm25",1.82993,"µg/m³","2026-01-04T00:00:00Z","2026-01-04T01:00:00+01:00","Europe/Berlin",52.362919999858455,9.70612000019396,,,,"Unknown Governmental Organization","EEA"
